uid,stress_level,time,date,total_unlocks,total_scr_time,avg_scr_time,night_unlocks,total_convos,total_convo_time,avg_convo_time,night_convos,total_dark,total_dark_time,avg_dark_time,night_dark
u10,4,1365738620,2013-04-11,4,820.9166666666666,205.22916666666666,4,41,379.0,9.24390243902439,18,3,676.5333333333333,225.5111111111111,3
u10,1,1365804637,2013-04-12,7,1160.5666666666666,165.7952380952381,3,22,202.25000000000003,9.19318181818182,8,4,397.7166666666667,99.42916666666667,1
u10,2,1365652667,2013-04-10,8,1184.1,148.0125,3,52,344.6,6.626923076923077,21,6,1123.7666666666667,187.29444444444445,4
u10,4,1366907654,2013-04-25,5,1049.9333333333334,209.98666666666668,3,26,316.0833333333333,12.157051282051281,6,4,916.1,229.025,3
u10,1,1366852996,2013-04-24,7,1361.2,194.45714285714286,3,45,228.75,5.083333333333333,20,2,660.45,330.225,2
u10,4,1367036245,2013-04-26,5,865.3,173.06,1,48,486.0333333333333,10.125694444444443,21,2,612.7333333333333,306.3666666666667,1
u10,1,1366216231,2013-04-17,3,213.95,71.31666666666666,0,21,270.56666666666666,12.884126984126985,0,3,210.36666666666667,70.12222222222222,0
u10,2,1366175910,2013-04-17,3,213.95,71.31666666666666,0,21,270.56666666666666,12.884126984126985,0,3,210.36666666666667,70.12222222222222,0
u10,2,1366163551,2013-04-16,3,756.3333333333334,252.11111111111111,1,46,470.51666666666665,10.228623188405797,17,3,685.1333333333333,228.37777777777777,1
u10,1,1365533888,2013-04-09,4,867.1666666666666,216.79166666666666,3,41,294.6166666666667,7.185772357723577,15,2,697.0500000000001,348.52500000000003,2
u10,2,1366057780,2013-04-15,5,1244.9166666666667,248.98333333333335,2,41,339.66666666666663,8.284552845528454,20,3,963.9833333333333,321.3277777777778,2
u10,1,1365896515,2013-04-13,3,649.8833333333334,216.62777777777782,0,28,80.88333333333333,2.888690476190476,5,1,363.8666666666667,363.8666666666667,0
u10,1,1366100076,2013-04-16,3,756.3333333333334,252.11111111111111,1,46,470.51666666666665,10.228623188405797,17,3,685.1333333333333,228.37777777777777,1
u12,4,1365578714,2013-04-10,6,645.0166666666667,107.50277777777778,2,21,412.6333333333333,19.64920634920635,10,8,1089.7833333333333,136.22291666666666,2
u12,3,1367299278,2013-04-30,3,609.2,203.0666666666667,1,19,191.78333333333333,10.093859649122807,2,3,720.2833333333334,240.09444444444446,2
u12,1,1368022730,2013-05-08,8,1036.1833333333334,129.52291666666667,1,33,429.48333333333335,13.014646464646464,3,7,1140.9833333333333,162.99761904761905,1
u12,1,1367987725,2013-05-07,4,662.1333333333333,165.53333333333333,2,22,270.0833333333333,12.27651515151515,8,5,998.0999999999999,199.61999999999998,2
u12,1,1367937110,2013-05-07,4,662.1333333333333,165.53333333333333,2,22,270.0833333333333,12.27651515151515,8,5,998.0999999999999,199.61999999999998,2
u12,1,1367899740,2013-05-06,4,792.8666666666667,198.21666666666667,1,30,283.6,9.453333333333335,6,5,512.7833333333333,102.55666666666666,0
u12,2,1369296674,2013-05-23,6,1245.7333333333333,207.62222222222223,2,21,156.16666666666666,7.436507936507936,5,5,1305.9833333333333,261.19666666666666,2
u12,5,1366408212,2013-04-19,8,1072.15,134.01875,2,23,412.25,17.92391304347826,6,7,1021.55,145.93571428571428,1
u12,1,1366120825,2013-04-16,5,590.5666666666667,118.11333333333334,2,11,277.0833333333333,25.189393939393938,1,3,837.5666666666666,279.18888888888887,1
u12,3,1365891828,2013-04-13,4,710.2666666666667,177.56666666666666,1,16,177.21666666666667,11.076041666666667,4,2,337.2166666666667,168.60833333333335,0
u12,1,1365706567,2013-04-11,6,833.3000000000001,138.88333333333335,3,9,251.63333333333333,27.95925925925926,2,2,234.23333333333332,117.11666666666666,0
u12,1,1365631501,2013-04-10,6,645.0166666666667,107.50277777777778,2,21,412.6333333333333,19.64920634920635,10,8,1089.7833333333333,136.22291666666666,2
u12,1,1367949537,2013-05-07,4,662.1333333333333,165.53333333333333,2,22,270.0833333333333,12.27651515151515,8,5,998.0999999999999,199.61999999999998,2
u12,1,1364537844,2013-03-29,3,618.2666666666667,206.08888888888887,1,37,500.71666666666664,13.532882882882882,7,4,781.5166666666667,195.37916666666666,1
u12,1,1365481632,2013-04-08,2,429.01666666666665,214.50833333333333,1,18,260.6,14.47777777777778,4,2,486.26666666666665,243.13333333333333,1
u12,3,1365233989,2013-04-06,6,821.9166666666666,136.98611111111111,2,33,398.8666666666667,12.086868686868687,11,6,913.1166666666667,152.1861111111111,2
u12,4,1365144922,2013-04-05,1,448.0,448.0,1,31,568.7,18.345161290322583,6,2,616.2833333333334,308.1416666666667,1
u12,3,1365058833,2013-04-04,7,907.0833333333334,129.58333333333334,3,27,334.15,12.375925925925925,5,5,916.9833333333333,183.39666666666668,1
u12,1,1365003202,2013-04-03,7,921.7333333333333,131.67619047619047,3,37,533.65,14.422972972972973,9,4,534.6,133.65,0
u12,4,1364947331,2013-04-02,4,728.1833333333333,182.04583333333332,2,17,213.96666666666667,12.586274509803921,4,5,930.6500000000001,186.13000000000002,3
u12,1,1365009985,2013-04-03,7,921.7333333333333,131.67619047619047,3,37,533.65,14.422972972972973,9,4,534.6,133.65,0
u12,4,1364781885,2013-03-31,4,787.2833333333332,196.8208333333333,2,43,355.51666666666665,8.267829457364341,10,5,926.5333333333333,185.30666666666667,3
u12,1,1364595127,2013-03-29,3,618.2666666666667,206.08888888888887,1,37,500.71666666666664,13.532882882882882,7,4,781.5166666666667,195.37916666666666,1
u12,4,1364491500,2013-03-28,6,924.3666666666667,154.0611111111111,2,32,347.6166666666667,10.863020833333334,12,5,901.6500000000001,180.33,2
u12,3,1367266927,2013-04-29,7,1038.25,148.32142857142858,1,27,304.28333333333336,11.269753086419755,11,5,930.8833333333333,186.17666666666668,1
u12,3,1364500079,2013-03-28,6,924.3666666666667,154.0611111111111,2,32,347.6166666666667,10.863020833333334,12,5,901.6500000000001,180.33,2
u12,4,1364421657,2013-03-27,8,1085.7666666666667,135.72083333333333,1,34,352.51666666666665,10.36813725490196,1,6,1114.9166666666667,185.81944444444446,1
u12,3,1364680435,2013-03-30,4,673.8833333333333,168.47083333333333,1,27,356.51666666666665,13.20432098765432,6,3,763.0166666666667,254.33888888888887,1
u12,1,1366057358,2013-04-15,6,750.7,125.11666666666667,2,24,309.8666666666667,12.911111111111111,8,4,644.9333333333333,161.23333333333332,2
u12,1,1366916046,2013-04-25,4,713.4,178.35,2,21,183.48333333333332,8.737301587301587,9,5,1046.9833333333333,209.39666666666668,3
u14,2,1365121751,2013-04-04,3,722.05,240.6833333333333,2,23,665.85,28.95,7,4,825.8333333333334,206.45833333333334,3
u14,2,1366088072,2013-04-15,6,1010.3333333333333,168.38888888888889,3,34,373.43333333333334,10.983333333333334,7,3,705.7666666666667,235.25555555555556,2
u14,2,1366173086,2013-04-16,4,981.85,245.4625,1,23,492.1333333333333,21.39710144927536,9,4,999.7166666666667,249.92916666666667,1
u14,2,1366214234,2013-04-17,3,680.1166666666667,226.70555555555555,1,17,393.1166666666667,23.12450980392157,8,2,560.7333333333333,280.3666666666667,1
u14,2,1365631314,2013-04-10,6,1070.8,178.46666666666667,3,38,818.6833333333333,21.544298245614034,15,3,769.6333333333333,256.5444444444444,3
u14,2,1366452515,2013-04-20,3,780.15,260.05,0,30,472.31666666666666,15.743888888888888,18,2,453.6166666666667,226.80833333333334,1
u14,2,1366999217,2013-04-26,5,850.5833333333334,170.11666666666667,0,33,497.55,15.077272727272728,5,4,670.6333333333333,167.65833333333333,0
u14,2,1367296515,2013-04-29,2,379.16666666666663,189.58333333333331,0,57,806.3,14.145614035087718,15,1,240.33333333333334,240.33333333333334,0
u14,2,1365890492,2013-04-13,2,329.0333333333333,164.51666666666665,1,17,142.38333333333333,8.375490196078431,1,2,329.15,164.575,1
u14,2,1367199496,2013-04-28,5,1403.4166666666667,280.68333333333334,2,44,552.2166666666667,12.550378787878788,13,3,843.55,281.18333333333334,1
u14,3,1367265612,2013-04-29,2,379.16666666666663,189.58333333333331,0,57,806.3,14.145614035087718,15,1,240.33333333333334,240.33333333333334,0
u14,3,1367284586,2013-04-29,2,379.16666666666663,189.58333333333331,0,57,806.3,14.145614035087718,15,1,240.33333333333334,240.33333333333334,0
u14,3,1368036155,2013-05-08,4,927.0,231.75,1,33,431.8,13.084848484848486,10,3,810.9833333333333,270.3277777777778,1
u14,3,1368028994,2013-05-08,4,927.0,231.75,1,33,431.8,13.084848484848486,10,3,810.9833333333333,270.3277777777778,1
u14,3,1368078068,2013-05-09,8,1277.4166666666667,159.67708333333334,2,47,460.3833333333333,9.795390070921986,19,3,561.4666666666667,187.15555555555557,0
u14,3,1369026208,2013-05-20,2,642.6833333333334,321.3416666666667,1,42,363.4,8.652380952380952,25,2,557.1,278.55,1
u14,2,1367218317,2013-04-29,2,379.16666666666663,189.58333333333331,0,57,806.3,14.145614035087718,15,1,240.33333333333334,240.33333333333334,0
u14,2,1365804005,2013-04-12,3,450.1,150.03333333333333,1,33,324.95,9.846969696969696,19,1,405.43333333333334,405.43333333333334,1
u14,2,1366258529,2013-04-17,3,680.1166666666667,226.70555555555555,1,17,393.1166666666667,23.12450980392157,8,2,560.7333333333333,280.3666666666667,1
u14,1,1364669928,2013-03-30,7,1222.1,174.58571428571426,3,25,487.48333333333335,19.499333333333333,11,5,1245.35,249.07,2
u14,2,1365482405,2013-04-08,5,648.5833333333334,129.71666666666667,2,30,305.6166666666667,10.187222222222223,17,2,269.4,134.7,1
u14,2,1365495556,2013-04-09,6,1028.3666666666666,171.39444444444442,2,42,511.15,12.170238095238094,16,4,829.8666666666666,207.46666666666664,3
u14,2,1365720468,2013-04-11,2,690.0999999999999,345.04999999999995,1,24,562.15,23.422916666666666,10,2,1193.6333333333332,596.8166666666666,1
u14,2,1365386571,2013-04-07,6,874.9000000000001,145.8166666666667,2,30,560.15,18.671666666666667,11,3,846.8666666666667,282.2888888888889,2
u14,2,1365244515,2013-04-06,6,1250.7333333333333,208.45555555555555,2,44,520.95,11.83977272727273,19,5,954.6,190.92000000000002,1
u14,2,1365056774,2013-04-04,3,722.05,240.6833333333333,2,23,665.85,28.95,7,4,825.8333333333334,206.45833333333334,3
u14,2,1364979013,2013-04-03,5,781.5833333333333,156.31666666666666,3,28,775.4333333333333,27.694047619047616,13,3,691.3666666666667,230.45555555555555,2
u14,2,1365976816,2013-04-14,3,783.3833333333333,261.1277777777778,1,35,517.2166666666667,14.777619047619048,15,4,856.4499999999999,214.11249999999998,2
u14,2,1365034272,2013-04-03,5,781.5833333333333,156.31666666666666,3,28,775.4333333333333,27.694047619047616,13,3,691.3666666666667,230.45555555555555,2
u14,2,1364948510,2013-04-02,6,944.95,157.49166666666667,2,25,407.6166666666667,16.304666666666666,11,3,762.0666666666667,254.02222222222224,1
u14,4,1364426314,2013-03-27,6,997.95,166.32500000000002,1,28,302.21666666666664,10.79345238095238,3,4,906.2333333333333,226.55833333333334,1
u14,4,1364515193,2013-03-28,5,1347.1833333333334,269.43666666666667,3,35,563.6166666666667,16.103333333333335,15,6,1476.7333333333333,246.12222222222223,3
u14,2,1366059293,2013-04-15,6,1010.3333333333333,168.38888888888889,3,34,373.43333333333334,10.983333333333334,7,3,705.7666666666667,235.25555555555556,2
u14,1,1364597038,2013-03-29,5,879.6,175.92000000000002,1,38,636.2666666666667,16.743859649122808,14,3,657.4333333333333,219.14444444444442,1
u14,1,1364637140,2013-03-30,7,1222.1,174.58571428571426,3,25,487.48333333333335,19.499333333333333,11,5,1245.35,249.07,2
u14,2,1364811751,2013-04-01,6,1162.1,193.6833333333333,2,43,486.06666666666666,11.303875968992248,25,3,849.7666666666667,283.25555555555553,1
u14,1,1364584970,2013-03-29,5,879.6,175.92000000000002,1,38,636.2666666666667,16.743859649122808,14,3,657.4333333333333,219.14444444444442,1
u15,1,1365151478,2013-04-05,3,1353.2166666666667,451.07222222222225,2,39,411.3666666666667,10.547863247863248,12,3,1387.75,462.5833333333333,2
u15,1,1364768567,2013-03-31,2,226.36666666666667,113.18333333333334,0,51,709.7833333333333,13.917320261437908,20,2,193.85000000000002,96.92500000000001,0
u15,1,1364695642,2013-03-30,2,329.35,164.675,0,41,541.3833333333333,13.204471544715448,12,1,150.31666666666666,150.31666666666666,0
u15,4,1364623308,2013-03-30,2,329.35,164.675,0,41,541.3833333333333,13.204471544715448,12,1,150.31666666666666,150.31666666666666,0
u15,3,1364970819,2013-04-03,4,1137.2166666666667,284.3041666666667,1,32,626.8666666666667,19.589583333333334,12,3,687.6333333333333,229.2111111111111,1
u15,1,1364546204,2013-03-29,6,1378.8833333333334,229.8138888888889,3,40,527.0,13.175,18,3,1017.1333333333333,339.0444444444444,1
u15,1,1364546203,2013-03-29,6,1378.8833333333334,229.8138888888889,3,40,527.0,13.175,18,3,1017.1333333333333,339.0444444444444,1
u15,1,1365526595,2013-04-09,3,1201.75,400.5833333333333,1,35,318.6,9.102857142857143,17,3,1246.6166666666668,415.53888888888895,1
u16,2,1369368560,2013-05-23,5,1094.7,218.94,2,24,232.6,9.691666666666666,9,3,855.0166666666667,285.00555555555553,1
u16,3,1366956866,2013-04-26,5,832.3833333333333,166.47666666666666,2,94,358.21666666666664,3.8108156028368794,28,2,658.6833333333334,329.3416666666667,2
u16,3,1366999337,2013-04-26,5,832.3833333333333,166.47666666666666,2,94,358.21666666666664,3.8108156028368794,28,2,658.6833333333334,329.3416666666667,2
u16,3,1367173411,2013-04-28,3,204.35,68.11666666666666,2,32,232.28333333333333,7.258854166666667,23,1,142.43333333333334,142.43333333333334,0
u16,3,1367195441,2013-04-28,3,204.35,68.11666666666666,2,32,232.28333333333333,7.258854166666667,23,1,142.43333333333334,142.43333333333334,0
u16,3,1367179535,2013-04-28,3,204.35,68.11666666666666,2,32,232.28333333333333,7.258854166666667,23,1,142.43333333333334,142.43333333333334,0
u16,3,1367208805,2013-04-28,3,204.35,68.11666666666666,2,32,232.28333333333333,7.258854166666667,23,1,142.43333333333334,142.43333333333334,0
u16,1,1366733788,2013-04-23,5,1303.9666666666667,260.79333333333335,1,33,354.35,10.737878787878788,15,3,500.2,166.73333333333332,0
u16,3,1367268386,2013-04-29,1,388.1333333333333,388.1333333333333,0,15,155.98333333333335,10.398888888888889,10,3,593.7666666666667,197.92222222222222,2
u16,3,1367280016,2013-04-29,1,388.1333333333333,388.1333333333333,0,15,155.98333333333335,10.398888888888889,10,3,593.7666666666667,197.92222222222222,2
u16,1,1367471379,2013-05-02,4,454.0333333333333,113.50833333333333,2,34,365.68333333333334,10.755392156862746,11,2,171.85,85.925,2
u16,1,1367458775,2013-05-01,6,1168.3000000000002,194.7166666666667,2,1,1.9666666666666666,1.9666666666666666,0,1,110.21666666666667,110.21666666666667,0
u16,1,1367515632,2013-05-02,4,454.0333333333333,113.50833333333333,2,34,365.68333333333334,10.755392156862746,11,2,171.85,85.925,2
u16,3,1367563972,2013-05-03,7,1292.05,184.57857142857142,2,22,398.48333333333335,18.11287878787879,14,5,433.55,86.71000000000001,0
u16,3,1367860673,2013-05-06,3,972.4666666666667,324.15555555555557,1,19,257.3333333333333,13.543859649122806,6,4,1003.9333333333333,250.98333333333332,2
u16,3,1367294457,2013-04-29,1,388.1333333333333,388.1333333333333,0,15,155.98333333333335,10.398888888888889,10,3,593.7666666666667,197.92222222222222,2
u16,3,1366575490,2013-04-21,6,1024.4,170.73333333333335,2,21,79.31666666666666,3.776984126984127,12,1,75.75,75.75,0
u16,3,1366596604,2013-04-21,6,1024.4,170.73333333333335,2,21,79.31666666666666,3.776984126984127,12,1,75.75,75.75,0
u16,1,1365976857,2013-04-14,5,847.6166666666667,169.52333333333334,1,52,265.58333333333337,5.107371794871796,28,3,311.03333333333336,103.67777777777779,0
u16,2,1365970774,2013-04-14,5,847.6166666666667,169.52333333333334,1,52,265.58333333333337,5.107371794871796,28,3,311.03333333333336,103.67777777777779,0
u16,1,1366079958,2013-04-15,3,887.1833333333334,295.7277777777778,1,54,492.73333333333335,9.124691358024691,19,3,777.1666666666667,259.0555555555556,1
u16,1,1366084876,2013-04-15,3,887.1833333333334,295.7277777777778,1,54,492.73333333333335,9.124691358024691,19,3,777.1666666666667,259.0555555555556,1
u16,1,1366171407,2013-04-16,2,469.51666666666665,234.75833333333333,0,27,168.9,6.2555555555555555,7,2,673.0166666666667,336.5083333333333,1
u16,1,1366257626,2013-04-17,7,1070.4166666666667,152.91666666666669,2,29,369.3666666666667,12.736781609195402,7,2,202.03333333333336,101.01666666666668,0
u16,2,1366317809,2013-04-18,7,1202.95,171.85,4,46,554.9833333333333,12.064855072463768,12,3,469.4,156.46666666666667,1
u16,1,1366252492,2013-04-17,7,1070.4166666666667,152.91666666666669,2,29,369.3666666666667,12.736781609195402,7,2,202.03333333333336,101.01666666666668,0
u16,2,1366275377,2013-04-18,7,1202.95,171.85,4,46,554.9833333333333,12.064855072463768,12,3,469.4,156.46666666666667,1
u16,2,1366352255,2013-04-19,4,923.2833333333333,230.82083333333333,1,44,470.05,10.682954545454546,12,6,1001.3666666666667,166.89444444444445,2
u16,2,1366387570,2013-04-19,4,923.2833333333333,230.82083333333333,1,44,470.05,10.682954545454546,12,6,1001.3666666666667,166.89444444444445,2
u16,3,1366399805,2013-04-19,4,923.2833333333333,230.82083333333333,1,44,470.05,10.682954545454546,12,6,1001.3666666666667,166.89444444444445,2
u16,2,1366438385,2013-04-20,3,928.9666666666667,309.65555555555557,1,46,252.5,5.489130434782608,22,3,691.7833333333333,230.59444444444443,1
u16,3,1366576653,2013-04-21,6,1024.4,170.73333333333335,2,21,79.31666666666666,3.776984126984127,12,1,75.75,75.75,0
u16,3,1366596598,2013-04-21,6,1024.4,170.73333333333335,2,21,79.31666666666666,3.776984126984127,12,1,75.75,75.75,0
u16,2,1368077786,2013-05-09,3,535.1166666666667,178.37222222222223,1,19,154.8,8.147368421052633,14,2,185.81666666666666,92.90833333333333,1
u16,3,1365900027,2013-04-13,2,348.8,174.4,1,31,185.01666666666668,5.9682795698924735,23,3,323.9166666666667,107.97222222222223,0
u16,2,1367712962,2013-05-04,3,538.4333333333334,179.4777777777778,0,44,377.9666666666667,8.590151515151517,27,1,82.06666666666666,82.06666666666666,0
u16,3,1367817929,2013-05-06,3,972.4666666666667,324.15555555555557,1,19,257.3333333333333,13.543859649122806,6,4,1003.9333333333333,250.98333333333332,2
u16,4,1368818734,2013-05-17,4,509.18333333333334,127.29583333333333,0,21,179.76666666666665,8.56031746031746,4,1,70.76666666666667,70.76666666666667,0
u16,1,1368844260,2013-05-17,4,509.18333333333334,127.29583333333333,0,21,179.76666666666665,8.56031746031746,4,1,70.76666666666667,70.76666666666667,0
u16,1,1368904450,2013-05-18,2,615.0666666666666,307.5333333333333,0,13,104.26666666666667,8.02051282051282,13,2,571.6166666666667,285.80833333333334,0
u16,2,1368561564,2013-05-14,2,224.41666666666666,112.20833333333333,0,30,165.9,5.53,26,1,67.36666666666666,67.36666666666666,1
u16,1,1369202320,2013-05-22,5,892.2666666666667,178.45333333333332,2,36,499.15,13.865277777777777,13,2,474.15,237.075,1
u16,3,1369282738,2013-05-22,5,892.2666666666667,178.45333333333332,2,36,499.15,13.865277777777777,13,2,474.15,237.075,1
u16,1,1369251241,2013-05-22,5,892.2666666666667,178.45333333333332,2,36,499.15,13.865277777777777,13,2,474.15,237.075,1
u16,1,1368300316,2013-05-11,7,1093.3666666666668,156.19523809523812,2,7,159.53333333333333,22.79047619047619,7,3,1108.9166666666667,369.6388888888889,2
u16,1,1368290060,2013-05-11,7,1093.3666666666668,156.19523809523812,2,7,159.53333333333333,22.79047619047619,7,3,1108.9166666666667,369.6388888888889,2
u16,1,1368036187,2013-05-08,5,495.7833333333333,99.15666666666667,2,40,410.59999999999997,10.264999999999999,19,4,798.0333333333333,199.50833333333333,3
u16,3,1367818003,2013-05-06,3,972.4666666666667,324.15555555555557,1,19,257.3333333333333,13.543859649122806,6,4,1003.9333333333333,250.98333333333332,2
u16,3,1368061832,2013-05-08,5,495.7833333333333,99.15666666666667,2,40,410.59999999999997,10.264999999999999,19,4,798.0333333333333,199.50833333333333,3
u16,4,1368250107,2013-05-11,7,1093.3666666666668,156.19523809523812,2,7,159.53333333333333,22.79047619047619,7,3,1108.9166666666667,369.6388888888889,2
u16,2,1368583737,2013-05-14,2,224.41666666666666,112.20833333333333,0,30,165.9,5.53,26,1,67.36666666666666,67.36666666666666,1
u16,2,1367950702,2013-05-07,4,820.6,205.15,2,25,202.25,8.09,7,3,247.88333333333333,82.62777777777778,1
u16,1,1368386044,2013-05-12,3,931.3333333333333,310.4444444444444,1,2,14.266666666666667,7.133333333333334,0,1,111.58333333333333,111.58333333333333,0
u16,2,1368499504,2013-05-13,4,660.4666666666667,165.11666666666667,0,1,2.0166666666666666,2.0166666666666666,1,2,584.05,292.025,0
u16,2,1367943136,2013-05-07,4,820.6,205.15,2,25,202.25,8.09,7,3,247.88333333333333,82.62777777777778,1
u16,3,1368207260,2013-05-10,3,360.25,120.08333333333333,1,40,590.3166666666666,14.757916666666665,27,1,271.03333333333336,271.03333333333336,1
u16,1,1367986438,2013-05-07,4,820.6,205.15,2,25,202.25,8.09,7,3,247.88333333333333,82.62777777777778,1
u16,2,1368576619,2013-05-14,2,224.41666666666666,112.20833333333333,0,30,165.9,5.53,26,1,67.36666666666666,67.36666666666666,1
u16,4,1368650275,2013-05-15,6,1035.1833333333334,172.53055555555557,1,33,273.93333333333334,8.301010101010101,16,3,380.6,126.86666666666667,0
u16,2,1368674414,2013-05-15,6,1035.1833333333334,172.53055555555557,1,33,273.93333333333334,8.301010101010101,16,3,380.6,126.86666666666667,0
u16,1,1367691563,2013-05-04,3,538.4333333333334,179.4777777777778,0,44,377.9666666666667,8.590151515151517,27,1,82.06666666666666,82.06666666666666,0
u16,3,1367899212,2013-05-06,3,972.4666666666667,324.15555555555557,1,19,257.3333333333333,13.543859649122806,6,4,1003.9333333333333,250.98333333333332,2
u16,2,1367773802,2013-05-05,4,454.06666666666666,113.51666666666667,0,39,429.6333333333333,11.016239316239316,18,1,282.26666666666665,282.26666666666665,1
u16,3,1366007895,2013-04-15,3,887.1833333333334,295.7277777777778,1,54,492.73333333333335,9.124691358024691,19,3,777.1666666666667,259.0555555555556,1
u16,1,1365749181,2013-04-12,7,1134.85,162.12142857142857,3,20,191.3,9.565000000000001,2,6,1290.7166666666667,215.11944444444444,2
u16,4,1365810420,2013-04-12,7,1134.85,162.12142857142857,3,20,191.3,9.565000000000001,2,6,1290.7166666666667,215.11944444444444,2
u16,1,1369428881,2013-05-24,3,696.1666666666666,232.05555555555554,2,12,182.85,15.237499999999999,12,2,607.1166666666667,303.55833333333334,1
u16,2,1369349334,2013-05-23,5,1094.7,218.94,2,24,232.6,9.691666666666666,9,3,855.0166666666667,285.00555555555553,1
u16,4,1364772360,2013-03-31,5,594.8666666666667,118.97333333333333,2,35,330.48333333333335,9.442380952380953,17,5,529.75,105.95,2
u16,1,1364682509,2013-03-30,3,285.56666666666666,95.18888888888888,1,51,405.18333333333334,7.9447712418300656,20,2,139.6,69.8,0
u16,1,1364423862,2013-03-27,5,767.8166666666667,153.56333333333333,2,29,358.0833333333333,12.347701149425287,3,4,331.7166666666667,82.92916666666667,1
u16,1,1364513446,2013-03-28,5,1213.2666666666669,242.65333333333336,2,28,497.06666666666666,17.752380952380953,14,4,1051.4,262.85,1
u16,1,1364594455,2013-03-29,3,784.15,261.3833333333333,2,31,455.28333333333336,14.686559139784947,10,5,1051.0666666666666,210.2133333333333,3
u16,2,1364949540,2013-04-02,3,294.8833333333333,98.29444444444444,1,41,360.15,8.784146341463414,10,3,294.5,98.16666666666667,1
u16,1,1364924964,2013-04-02,3,294.8833333333333,98.29444444444444,1,41,360.15,8.784146341463414,10,3,294.5,98.16666666666667,1
u16,1,1365033859,2013-04-03,2,162.45,81.225,1,21,381.6166666666667,18.172222222222224,13,4,502.48333333333335,125.62083333333334,1
u16,4,1365005643,2013-04-03,2,162.45,81.225,1,21,381.6166666666667,18.172222222222224,13,4,502.48333333333335,125.62083333333334,1
u16,1,1365026486,2013-04-03,2,162.45,81.225,1,21,381.6166666666667,18.172222222222224,13,4,502.48333333333335,125.62083333333334,1
u16,1,1365112854,2013-04-04,3,245.86666666666667,81.95555555555556,0,36,332.05,9.223611111111111,16,2,184.35000000000002,92.17500000000001,0
u16,3,1365462160,2013-04-08,3,581.1,193.70000000000002,1,33,356.0333333333333,10.788888888888888,18,4,745.5333333333333,186.38333333333333,1
u16,4,1365125623,2013-04-04,3,245.86666666666667,81.95555555555556,0,36,332.05,9.223611111111111,16,2,184.35000000000002,92.17500000000001,0
u16,1,1365204841,2013-04-05,4,401.2833333333333,100.32083333333333,0,28,371.0,13.25,9,3,302.05,100.68333333333334,0
u16,3,1365633446,2013-04-10,7,1135.3500000000001,162.19285714285715,3,37,413.0,11.162162162162161,16,3,233.96666666666664,77.98888888888888,1
u16,4,1365210799,2013-04-05,4,401.2833333333333,100.32083333333333,0,28,371.0,13.25,9,3,302.05,100.68333333333334,0
u16,1,1365892550,2013-04-13,2,348.8,174.4,1,31,185.01666666666668,5.9682795698924735,23,3,323.9166666666667,107.97222222222223,0
u16,1,1365722036,2013-04-11,2,244.8,122.4,0,17,273.7,16.099999999999998,6,3,419.7166666666667,139.90555555555557,0
u16,2,1365569335,2013-04-09,2,389.9,194.95,0,41,250.68333333333334,6.114227642276423,14,3,249.06666666666666,83.02222222222223,0
u16,1,1365561082,2013-04-09,2,389.9,194.95,0,41,250.68333333333334,6.114227642276423,14,3,249.06666666666666,83.02222222222223,0
u16,3,1365624024,2013-04-10,7,1135.3500000000001,162.19285714285715,3,37,413.0,11.162162162162161,16,3,233.96666666666664,77.98888888888888,1
u16,3,1365649113,2013-04-10,7,1135.3500000000001,162.19285714285715,3,37,413.0,11.162162162162161,16,3,233.96666666666664,77.98888888888888,1
u16,1,1365480030,2013-04-08,3,581.1,193.70000000000002,1,33,356.0333333333333,10.788888888888888,18,4,745.5333333333333,186.38333333333333,1
u16,2,1365455951,2013-04-08,3,581.1,193.70000000000002,1,33,356.0333333333333,10.788888888888888,18,4,745.5333333333333,186.38333333333333,1
u16,2,1365393124,2013-04-07,3,479.9833333333333,159.99444444444444,1,37,398.35,10.766216216216216,25,1,419.48333333333335,419.48333333333335,0
u16,2,1365379456,2013-04-07,3,479.9833333333333,159.99444444444444,1,37,398.35,10.766216216216216,25,1,419.48333333333335,419.48333333333335,0
u16,1,1365368976,2013-04-07,3,479.9833333333333,159.99444444444444,1,37,398.35,10.766216216216216,25,1,419.48333333333335,419.48333333333335,0
u16,1,1365535642,2013-04-09,2,389.9,194.95,0,41,250.68333333333334,6.114227642276423,14,3,249.06666666666666,83.02222222222223,0
u17,2,1366487226,2013-04-20,1,75.28333333333333,75.28333333333333,0,22,146.18333333333334,6.6446969696969695,8,1,162.61666666666667,162.61666666666667,1
u17,3,1366708907,2013-04-23,6,622.7,103.78333333333335,1,33,203.11666666666667,6.1550505050505055,5,3,442.4166666666667,147.47222222222223,1
u17,3,1367294710,2013-04-29,5,1321.05,264.21,1,23,253.46666666666667,11.020289855072464,5,5,1350.35,270.07,1
u17,3,1366582236,2013-04-21,3,472.2,157.4,1,36,311.05,8.640277777777778,13,1,212.78333333333333,212.78333333333333,0
u17,3,1366534700,2013-04-21,3,472.2,157.4,1,36,311.05,8.640277777777778,13,1,212.78333333333333,212.78333333333333,0
u17,3,1366539365,2013-04-21,3,472.2,157.4,1,36,311.05,8.640277777777778,13,1,212.78333333333333,212.78333333333333,0
u17,2,1366437372,2013-04-20,1,75.28333333333333,75.28333333333333,0,22,146.18333333333334,6.6446969696969695,8,1,162.61666666666667,162.61666666666667,1
